OPERADORA;COD_OPERADORA;TIPO_SERVICO;COD_SERVICO;EMPRESA;COD_EMPRESA;UF;COD_UF;CIDADE;COD_CIDADE;TIPO_RECURSO;COD_TIPO_RECURSO;VALOR_MENSAL
FORTEL - WIRELINK;11;DADOS;1;SMARTSAVING;2;CE;5;MARACANAU;91;LINK DEDICADO;9;360
GLOBAL OSI;12;DADOS;1;SMARTSAVING;2;RR;16;BOA VISTA;38;LINK DEDICADO;9;215,75
GLOBAL OSI;12;DADOS;1;SMARTSAVING;2;RR;16;BOA VISTA;38;LINK DEDICADO;9;323,63
GLOBAL OSI;12;DADOS;1;SMARTSAVING;2;SC;18;BALNEARIO CABORIU;28;LINK DEDICADO;9;116,12
GLOBAL OSI;12;DADOS;1;SMARTSAVING;2;SC;18;BALNEARIO CABORIU;28;LINK DEDICADO;9;174,19
GLOBAL OSI;12;DADOS;1;SMARTSAVING;2;SC;18;PALHOCA;101;LINK DEDICADO;9;116,12
GLOBAL OSI;12;DADOS;1;SMARTSAVING;2;SC;18;PALHOCA;101;LINK DEDICADO;9;174,19
GLOBAL OSI;12;DADOS;1;SMARTSAVING;2;SC;18;SAO JOSE;133;LINK DEDICADO;9;126,12
GLOBAL OSI;12;DADOS;1;SMARTSAVING;2;SC;18;SAO JOSE;133;LINK DEDICADO;9;189,19
INFOBARRA;13;DADOS;1;SMARTSAVING;2;MT;8;BARRA DO GARCAS;30;LINK DEDICADO;9;119,6
INFOBARRA;13;DADOS;1;SMARTSAVING;2;MT;8;BARRA DO GARCAS;30;LINK DEDICADO;9;179,4
INFORMAC;14;DADOS;1;SMARTSAVING;2;SC;18;FLORIANOPOLIS;61;LINK DEDICADO;9;120
INFORMAC;14;DADOS;1;SMARTSAVING;2;SC;18;FLORIANOPOLIS;61;LINK DEDICADO;9;180
INFORMAC;14;DADOS;1;SMARTSAVING;2;SC;18;PALHOCA;101;LINK DEDICADO;9;120
INFORMAC;14;DADOS;1;SMARTSAVING;2;SC;18;PALHOCA;101;LINK DEDICADO;9;180
INFORMAC;14;DADOS;1;SMARTSAVING;2;SC;18;PALHOCA;101;LINK DEDICADO;9;750
INTERFACE NET;15;DADOS;1;SMARTSAVING;2;RO;15;VILHENA;161;LINK DEDICADO;9;800
INTERFACE NET;15;DADOS;1;SMARTSAVING;2;RO;15;VILHENA;161;LINK DEDICADO;9;1200
ITS BRASIL;17;DADOS;1;SMARTSAVING;2;BA;4;LAURO DE FREITAS;83;LINK DEDICADO;9;200
ITS BRASIL;17;DADOS;1;SMARTSAVING;2;BA;4;LAURO DE FREITAS;83;LINK DEDICADO;9;300
LIG16;18;DADOS;1;SMARTSAVING;2;RR;16;SAO LUIZ;138;LINK DEDICADO;9;224
LIG16;18;DADOS;1;SMARTSAVING;2;RR;16;SAO LUIZ;138;LINK DEDICADO;9;336
NEOREDE;20;DADOS;1;SMARTSAVING;2;SC;18;FLORIANOPOLIS;61;LINK DEDICADO;9;279,96
NEOREDE;20;DADOS;1;SMARTSAVING;2;SC;18;FLORIANOPOLIS;61;LINK DEDICADO;9;419,94
NETVIS;21;DADOS;1;SMARTSAVING;2;SC;18;BLUMENAU;37;LINK DEDICADO;9;190
NETVIS;21;DADOS;1;SMARTSAVING;2;SC;18;BLUMENAU;37;LINK DEDICADO;9;285
OI;22;DADOS;1;SMARTSAVING;1;MT;8;CUIABA;55;ROTEADOR;12;166,76
OI;22;DADOS;1;SMARTSAVING;1;MT;8;CUIABA;55;ROTEADOR;12;175,93
OI;22;DADOS;1;SMARTSAVING;1;RJ;14;RIO DE JANEIRO;117;MPLS;11;641,83
OI;22;DADOS;1;SMARTSAVING;1;SP;19;BARUERI;33;MPLS;11;570,57
OI;22;DADOS;1;SMARTSAVING;1;SP;19;SAO PAULO;140;MPLS;11;570,57
OI;22;DADOS;1;SMARTSAVING;2;AC;1;RIO BRANCO;116;LINK DEDICADO;9;190,89
OI;22;DADOS;1;SMARTSAVING;2;AC;1;RIO BRANCO;116;LINK DEDICADO;9;286,34
OI;22;DADOS;1;SMARTSAVING;2;AC;1;RIO BRANCO;116;LINK DEDICADO;9;449,68
OI;22;DADOS;1;SMARTSAVING;2;AC;1;RIO BRANCO;116;LINK DEDICADO;9;674,52
OI;22;DADOS;1;SMARTSAVING;2;AC;1;RIO BRANCO;116;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;AC;1;RIO BRANCO;116;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;ADSL;2;42,28
OI;22;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;ADSL;2;63,42
OI;22;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;LINK DEDICADO;9;205,28
OI;22;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;LINK DEDICADO;9;307,93
OI;22;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;LINK DEDICADO;9;483,58
OI;22;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;LINK DEDICADO;9;725,36
OI;22;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;MPLS;11;245,44
OI;22;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;MPLS;11;368,16
OI;22;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;ROTEADOR;12;66,7
OI;22;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;ROTEADOR;12;100,06
OI;22;DADOS;1;SMARTSAVING;2;MS;7;CAMPO GRANDE;48;LINK DEDICADO;9;154,82
OI;22;DADOS;1;SMARTSAVING;2;MS;7;CAMPO GRANDE;48;LINK DEDICADO;9;202,23
OI;22;DADOS;1;SMARTSAVING;2;MS;7;CAMPO GRANDE;48;LINK DEDICADO;9;232,22
OI;22;DADOS;1;SMARTSAVING;2;MS;7;CAMPO GRANDE;48;LINK DEDICADO;9;303,35
OI;22;DADOS;1;SMARTSAVING;2;MS;7;CAMPO GRANDE;48;LINK DEDICADO;9;364,68
OI;22;DADOS;1;SMARTSAVING;2;MS;7;CAMPO GRANDE;48;LINK DEDICADO;9;476,38
OI;22;DADOS;1;SMARTSAVING;2;MS;7;CAMPO GRANDE;48;LINK DEDICADO;9;547,03
OI;22;DADOS;1;SMARTSAVING;2;MS;7;CAMPO GRANDE;48;LINK DEDICADO;9;714,57
OI;22;DADOS;1;SMARTSAVING;2;MS;7;CAMPO GRANDE;48;MPLS;11;241,78
OI;22;DADOS;1;SMARTSAVING;2;MS;7;CAMPO GRANDE;48;MPLS;11;362,67
OI;22;DADOS;1;SMARTSAVING;2;MS;7;CAMPO GRANDE;48;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;MS;7;CAMPO GRANDE;48;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;MS;7;DOURADOS;57;LINK DEDICADO;9;154,82
OI;22;DADOS;1;SMARTSAVING;2;MS;7;DOURADOS;57;LINK DEDICADO;9;232,22
OI;22;DADOS;1;SMARTSAVING;2;MS;7;DOURADOS;57;LINK DEDICADO;9;364,68
OI;22;DADOS;1;SMARTSAVING;2;MS;7;DOURADOS;57;LINK DEDICADO;9;547,03
OI;22;DADOS;1;SMARTSAVING;2;MS;7;DOURADOS;57;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;MS;7;DOURADOS;57;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;MS;7;PONTA PORA;108;LINK DEDICADO;9;154,82
OI;22;DADOS;1;SMARTSAVING;2;MS;7;PONTA PORA;108;LINK DEDICADO;9;232,22
OI;22;DADOS;1;SMARTSAVING;2;MS;7;PONTA PORA;108;LINK DEDICADO;9;476,38
OI;22;DADOS;1;SMARTSAVING;2;MS;7;PONTA PORA;108;LINK DEDICADO;9;714,57
OI;22;DADOS;1;SMARTSAVING;2;MS;7;PONTA PORA;108;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;MS;7;PONTA PORA;108;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;MT;8;BARRA DO GARCAS;30;MPLS;11;253,05
OI;22;DADOS;1;SMARTSAVING;2;MT;8;BARRA DO GARCAS;30;MPLS;11;379,58
OI;22;DADOS;1;SMARTSAVING;2;MT;8;BARRA DO GARCAS;30;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;MT;8;BARRA DO GARCAS;30;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;MT;8;CUIABA;55;ADSL;2;13,85
OI;22;DADOS;1;SMARTSAVING;2;MT;8;CUIABA;55;ADSL;2;20,78
OI;22;DADOS;1;SMARTSAVING;2;MT;8;CUIABA;55;ROTEADOR;12;166,76
OI;22;DADOS;1;SMARTSAVING;2;MT;8;RONDONDOPOLIS;119;LINK DEDICADO;9;211,66
OI;22;DADOS;1;SMARTSAVING;2;MT;8;RONDONDOPOLIS;119;LINK DEDICADO;9;317,49
OI;22;DADOS;1;SMARTSAVING;2;MT;8;RONDONDOPOLIS;119;MPLS;11;498,6
OI;22;DADOS;1;SMARTSAVING;2;MT;8;RONDONDOPOLIS;119;MPLS;11;747,89
OI;22;DADOS;1;SMARTSAVING;2;MT;8;RONDONDOPOLIS;119;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;MT;8;RONDONDOPOLIS;119;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;MT;8;SORRISO;147;LINK DEDICADO;9;211,66
OI;22;DADOS;1;SMARTSAVING;2;MT;8;SORRISO;147;LINK DEDICADO;9;317,49
OI;22;DADOS;1;SMARTSAVING;2;MT;8;SORRISO;147;LINK DEDICADO;9;317,5
OI;22;DADOS;1;SMARTSAVING;2;MT;8;SORRISO;147;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;MT;8;SORRISO;147;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;MT;8;TANGARA DA SERRA;149;LINK DEDICADO;9;211,66
OI;22;DADOS;1;SMARTSAVING;2;MT;8;TANGARA DA SERRA;149;LINK DEDICADO;9;317,49
OI;22;DADOS;1;SMARTSAVING;2;MT;8;TANGARA DA SERRA;149;MPLS;11;253,05
OI;22;DADOS;1;SMARTSAVING;2;MT;8;TANGARA DA SERRA;149;MPLS;11;379,58
OI;22;DADOS;1;SMARTSAVING;2;MT;8;TANGARA DA SERRA;149;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;MT;8;TANGARA DA SERRA;149;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;MT;8;VARZEA GRANDE;160;LINK DEDICADO;9;211,66
OI;22;DADOS;1;SMARTSAVING;2;MT;8;VARZEA GRANDE;160;LINK DEDICADO;9;317,5
OI;22;DADOS;1;SMARTSAVING;2;MT;8;VARZEA GRANDE;160;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;MT;8;VARZEA GRANDE;160;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;PA;9;ANANINDEUA;16;MPLS;11;601,28
OI;22;DADOS;1;SMARTSAVING;2;PA;9;ANANINDEUA;16;MPLS;11;901,93
OI;22;DADOS;1;SMARTSAVING;2;PA;9;ANANINDEUA;16;ROTEADOR;12;66,7
OI;22;DADOS;1;SMARTSAVING;2;PA;9;ANANINDEUA;16;ROTEADOR;12;100,06
OI;22;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;LINK DEDICADO;9;205,28
OI;22;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;LINK DEDICADO;9;307,93
OI;22;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;LINK DEDICADO;9;483,58
OI;22;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;LINK DEDICADO;9;725,36
OI;22;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;ROTEADOR;12;66,7
OI;22;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;ROTEADOR;12;100,06
OI;22;DADOS;1;SMARTSAVING;2;PA;9;PARAUAPEBAS;103;MPLS;11;245,44
OI;22;DADOS;1;SMARTSAVING;2;PA;9;PARAUAPEBAS;103;MPLS;11;368,16
OI;22;DADOS;1;SMARTSAVING;2;PA;9;PARAUAPEBAS;103;ROTEADOR;12;66,7
OI;22;DADOS;1;SMARTSAVING;2;PA;9;PARAUAPEBAS;103;ROTEADOR;12;100,06
OI;22;DADOS;1;SMARTSAVING;2;PA;9;SANTAREM;126;MPLS;11;601,28
OI;22;DADOS;1;SMARTSAVING;2;PA;9;SANTAREM;126;MPLS;11;901,93
OI;22;DADOS;1;SMARTSAVING;2;PA;9;SANTAREM;126;ROTEADOR;12;66,7
OI;22;DADOS;1;SMARTSAVING;2;PA;9;SANTAREM;126;ROTEADOR;12;100,06
OI;22;DADOS;1;SMARTSAVING;2;PR;13;CURITIBA;56;LINK DEDICADO;9;476,38
OI;22;DADOS;1;SMARTSAVING;2;PR;13;CURITIBA;56;LINK DEDICADO;9;714,57
OI;22;DADOS;1;SMARTSAVING;2;PR;13;CURITIBA;56;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;PR;13;CURITIBA;56;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;PR;13;FOS DO IGUACU;64;MPLS;11;241,78
OI;22;DADOS;1;SMARTSAVING;2;PR;13;FOS DO IGUACU;64;MPLS;11;362,67
OI;22;DADOS;1;SMARTSAVING;2;PR;13;FOS DO IGUACU;64;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;PR;13;FOS DO IGUACU;64;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;PR;13;LONDRINA;86;LINK DEDICADO;9;364,68
OI;22;DADOS;1;SMARTSAVING;2;PR;13;LONDRINA;86;LINK DEDICADO;9;547,01
OI;22;DADOS;1;SMARTSAVING;2;PR;13;LONDRINA;86;ROTEADOR;12;51,06
OI;22;DADOS;1;SMARTSAVING;2;PR;13;LONDRINA;86;ROTEADOR;12;76,59
OI;22;DADOS;1;SMARTSAVING;2;PR;13;MARINGA;92;LINK DEDICADO;9;476,38
OI;22;DADOS;1;SMARTSAVING;2;PR;13;MARINGA;92;LINK DEDICADO;9;714,57
OI;22;DADOS;1;SMARTSAVING;2;PR;13;MARINGA;92;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;PR;13;MARINGA;92;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;PR;13;PONTA GROSSA;107;LINK DEDICADO;9;202,23
OI;22;DADOS;1;SMARTSAVING;2;PR;13;PONTA GROSSA;107;LINK DEDICADO;9;303,35
OI;22;DADOS;1;SMARTSAVING;2;PR;13;PONTA GROSSA;107;LINK DEDICADO;9;476,38
OI;22;DADOS;1;SMARTSAVING;2;PR;13;PONTA GROSSA;107;LINK DEDICADO;9;714,57
OI;22;DADOS;1;SMARTSAVING;2;PR;13;PONTA GROSSA;107;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;PR;13;PONTA GROSSA;107;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;PR;13;SAO JOSE DOS PINHAIS;135;LINK DEDICADO;9;476,38
OI;22;DADOS;1;SMARTSAVING;2;PR;13;SAO JOSE DOS PINHAIS;135;LINK DEDICADO;9;714,57
OI;22;DADOS;1;SMARTSAVING;2;PR;13;SAO JOSE DOS PINHAIS;135;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;PR;13;SAO JOSE DOS PINHAIS;135;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;RO;15;JI PARANA;79;LINK DEDICADO;9;449,68
OI;22;DADOS;1;SMARTSAVING;2;RO;15;JI PARANA;79;LINK DEDICADO;9;674,52
OI;22;DADOS;1;SMARTSAVING;2;RO;15;JI PARANA;79;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;RO;15;JI PARANA;79;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;RO;15;PORTO VELHO;111;LINK DEDICADO;9;190,9
OI;22;DADOS;1;SMARTSAVING;2;RO;15;PORTO VELHO;111;LINK DEDICADO;9;286,34
OI;22;DADOS;1;SMARTSAVING;2;RO;15;PORTO VELHO;111;LINK DEDICADO;9;449,68
OI;22;DADOS;1;SMARTSAVING;2;RO;15;PORTO VELHO;111;LINK DEDICADO;9;674,52
OI;22;DADOS;1;SMARTSAVING;2;RO;15;PORTO VELHO;111;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;RO;15;PORTO VELHO;111;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;RO;15;VILHENA;161;LINK DEDICADO;9;449,68
OI;22;DADOS;1;SMARTSAVING;2;RO;15;VILHENA;161;LINK DEDICADO;9;674,52
OI;22;DADOS;1;SMARTSAVING;2;RO;15;VILHENA;161;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;RO;15;VILHENA;161;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;RR;16;BOA VISTA;38;LINK DEDICADO;9;190,9
OI;22;DADOS;1;SMARTSAVING;2;RR;16;BOA VISTA;38;LINK DEDICADO;9;286,36
OI;22;DADOS;1;SMARTSAVING;2;RR;16;BOA VISTA;38;ROTEADOR;12;66,7
OI;22;DADOS;1;SMARTSAVING;2;RR;16;BOA VISTA;38;ROTEADOR;12;100,06
OI;22;DADOS;1;SMARTSAVING;2;SC;18;BLUMENAU;37;LINK DEDICADO;9;449,68
OI;22;DADOS;1;SMARTSAVING;2;SC;18;BLUMENAU;37;LINK DEDICADO;9;674,52
OI;22;DADOS;1;SMARTSAVING;2;SC;18;BLUMENAU;37;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;SC;18;BLUMENAU;37;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;SC;18;PALHOCA;101;MPLS;11;1181,92
OI;22;DADOS;1;SMARTSAVING;2;SC;18;TUBARAO;156;MPLS;11;228,22
OI;22;DADOS;1;SMARTSAVING;2;SC;18;TUBARAO;156;MPLS;11;342,33
OI;22;DADOS;1;SMARTSAVING;2;SC;18;TUBARAO;156;ROTEADOR;12;66,69
OI;22;DADOS;1;SMARTSAVING;2;SC;18;TUBARAO;156;ROTEADOR;12;100,04
OI;22;DADOS;1;SMARTSAVING;2;SP;19;SANTANA PARNAIBA;125;ROTEADOR;12;116,79
OI;22;DADOS;1;SMARTSAVING;2;SP;19;SAO PAULO;140;MPLS;11;1716,04
OI;22;DADOS;1;SMARTSAVING;2;TO;20;PALMAS;102;LINK DEDICADO;9;202,23
OI;22;DADOS;1;SMARTSAVING;2;TO;20;PALMAS;102;LINK DEDICADO;9;303,35
OI;22;DADOS;1;SMARTSAVING;2;TO;20;PALMAS;102;LINK DEDICADO;9;476,38
OI;22;DADOS;1;SMARTSAVING;2;TO;20;PALMAS;102;LINK DEDICADO;9;714,56
OI;22;DADOS;1;SMARTSAVING;2;TO;20;PALMAS;102;ROTEADOR;12;66,7
OI;22;DADOS;1;SMARTSAVING;2;TO;20;PALMAS;102;ROTEADOR;12;100,05
OI;22;FIXO;1;SMARTSAVING;2;AC;1;RIO BRANCO;116;LINHA ANALOGICA;8;30,23
OI;22;FIXO;1;SMARTSAVING;2;AC;1;RIO BRANCO;116;LINHA ANALOGICA;8;45,35
OI;22;FIXO;1;SMARTSAVING;2;AM;3;AUTAZES;26;LINHA ANALOGICA;8;37,02
OI;22;FIXO;1;SMARTSAVING;2;AM;3;AUTAZES;26;LINHA ANALOGICA;8;55,54
OI;22;FIXO;1;SMARTSAVING;2;AM;3;BARREIRINHA;32;LINHA ANALOGICA;8;92,56
OI;22;FIXO;1;SMARTSAVING;2;AM;3;MANAUS;88;LINHA ANALOGICA;8;37,02
OI;22;FIXO;1;SMARTSAVING;2;AM;3;MANAUS;88;LINHA ANALOGICA;8;55,54
OI;22;FIXO;1;SMARTSAVING;2;AM;3;MANAUS;88;LINHA ANALOGICA;8;92,56
OI;22;FIXO;1;SMARTSAVING;2;MS;7;AMAMBAI;15;LINHA ANALOGICA;8;27,78
OI;22;FIXO;1;SMARTSAVING;2;MS;7;AMAMBAI;15;LINHA ANALOGICA;8;28,84
OI;22;FIXO;1;SMARTSAVING;2;MS;7;AMAMBAI;15;LINHA ANALOGICA;8;41,66
OI;22;FIXO;1;SMARTSAVING;2;MS;7;AMAMBAI;15;LINHA ANALOGICA;8;43,26
OI;22;FIXO;1;SMARTSAVING;2;MT;8;ACORIZAL;3;LINHA ANALOGICA;8;3,08
OI;22;FIXO;1;SMARTSAVING;2;MT;8;ACORIZAL;3;LINHA ANALOGICA;8;4,63
OI;22;FIXO;1;SMARTSAVING;2;MT;8;ALTO PARAGUAI;13;LINHA ANALOGICA;8;7,4
OI;22;FIXO;1;SMARTSAVING;2;MT;8;ALTO PARAGUAI;13;LINHA ANALOGICA;8;11,11
ONCABO;23;DADOS;1;SMARTSAVING;2;MA;6;IMPERATRIZ;73;LINK DEDICADO;9;99,96
ONCABO;23;DADOS;1;SMARTSAVING;2;MA;6;IMPERATRIZ;73;LINK DEDICADO;9;149,94
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;PR;13;CURITIBA;56;ADSL;2;129,96
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;PR;13;CURITIBA;56;ADSL;2;194,94
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;PR;13;CURITIBA;56;LINK DEDICADO;9;358
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;PR;13;CURITIBA;56;LINK DEDICADO;9;537
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;PR;13;FOS DO IGUACU;64;GERENCIA E SUPERVISAO DE REDE;4;23,4
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;PR;13;FOS DO IGUACU;64;GERENCIA E SUPERVISAO DE REDE;4;35,1
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;PR;13;FOS DO IGUACU;64;GERENCIA E SUPERVISAO DE REDE;4;60
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;PR;13;FOS DO IGUACU;64;GERENCIA E SUPERVISAO DE REDE;4;90
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;PR;13;FOS DO IGUACU;64;LINK DEDICADO;9;219,56
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;PR;13;FOS DO IGUACU;64;LINK DEDICADO;9;329,34
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;SC;18;CHAPECO;52;GERENCIA E SUPERVISAO DE REDE;4;60
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;SC;18;CHAPECO;52;GERENCIA E SUPERVISAO DE REDE;4;90
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;SC;18;CHAPECO;52;LINK DEDICADO;9;452,65
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;SC;18;CHAPECO;52;LINK DEDICADO;9;678,98
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;SC;18;PORTO BELO;109;LINK DEDICADO;9;190
PONTO TELECOM;24;DADOS;1;SMARTSAVING;2;SC;18;PORTO BELO;109;LINK DEDICADO;9;285
PRONTO NET;25;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;LINK DEDICADO;9;400
PRONTO NET;25;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;LINK DEDICADO;9;600
PRONTO NET;25;DADOS;1;SMARTSAVING;2;PA;9;SANTAREM;126;LINK DEDICADO;9;400
PRONTO NET;25;DADOS;1;SMARTSAVING;2;PA;9;SANTAREM;126;LINK DEDICADO;9;600
SERCOMTEL;26;DADOS;1;SMARTSAVING;2;PR;13;LONDRINA;86;ADSL;2;64,56
SERCOMTEL;26;DADOS;1;SMARTSAVING;2;PR;13;LONDRINA;86;ADSL;2;70,39
SERCOMTEL;26;DADOS;1;SMARTSAVING;2;PR;13;LONDRINA;86;ADSL;2;96,83
SERCOMTEL;26;DADOS;1;SMARTSAVING;2;PR;13;LONDRINA;86;ADSL;2;105,58
SERCOMTEL;26;DADOS;1;SMARTSAVING;2;PR;13;LONDRINA;86;LINK DEDICADO;9;180,29
SERCOMTEL;26;DADOS;1;SMARTSAVING;2;PR;13;LONDRINA;86;LINK DEDICADO;9;270,43
SPEED TRAVEL;27;DADOS;1;SMARTSAVING;2;RO;15;CACOAL;44;ADSL;2;192
SPEED TRAVEL;27;DADOS;1;SMARTSAVING;2;RO;15;CACOAL;44;ADSL;2;287,99
SUSTENTA TELECOM;28;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;GOLDEN JUMPER;5;120
SUSTENTA TELECOM;28;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;GOLDEN JUMPER;5;180
SUSTENTA TELECOM;28;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;LINK DEDICADO;9;590,44
SUSTENTA TELECOM;28;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;LINK DEDICADO;9;885,66
TELETALK;29;DADOS;1;SMARTSAVING;2;BA;4;LAURO DE FREITAS;83;LINK DEDICADO;9;239,96
TELETALK;29;DADOS;1;SMARTSAVING;2;BA;4;LAURO DE FREITAS;83;LINK DEDICADO;9;359,94
TIM;30;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;LINK DEDICADO;9;1590,02
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;ACORIZAL;3;SMARTPHONE;13;16,84
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;ACORIZAL;3;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;AGUA BOA;5;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;ALTA FLORESTA;10;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;ALTA FLORESTA;10;SMARTPHONE;13;36,88
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;ALTO ARAGUAIA;11;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;ALTO PARAGUAI;13;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;ALTO PARAGUAI;13;SMARTPHONE;13;37,21
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;ALTO PARAGUAI;13;SMARTPHONE;13;52,84
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;ALTO PARAGUAI;13;SMARTPHONE;13;57,4
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;ARAPUTANGA;21;SMARTPHONE;13;18,72
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;ARAPUTANGA;21;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;NOVA OLIMPIA;96;SMARTPHONE;13;17,57
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;NOVA OLIMPIA;96;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;PORTO ESTRELA;110;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;ROSARIO OESTE;120;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;MT;8;SANTA RITA DO TRIVELATO;122;SMARTPHONE;13;17,57
TIM;30;MOVEL;1;SMARTSAVING;2;PR;13;ABATIA;1;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;PR;13;ADRIANOPOLIS;4;SMARTPHONE;13;35,15
TIM;30;MOVEL;1;SMARTSAVING;2;PR;13;ADRIANOPOLIS;4;SMARTPHONE;13;44,1
